JS_ID,Year,Proficiency,Domain
48608,2002,Web Development,Computer Science
48608,2002,Problem Solving,Mathematics
48608,2002,Digital Marketing,Business
48608,2002,Programming,Computer Science
79339,1981,Web Development,Computer Science
79339,1981,Marketing,Business
79339,1981,Digital Marketing,Business
79339,1981,Programming,Computer Science
96805,2005,Web Development,Computer Science
96805,2005,Data Analysis,Statistics
96805,2005,Project Management,Business
96805,2005,Programming,Computer Science
96805,2016,Programming,Computer Science
21168,2000,Web Development,Computer Science
21168,1995,Problem Solving,Mathematics
21168,1995,Graphic Design,Design
21168,1995,Digital Marketing,Business
21168,2009,Problem Solving,Mathematics
21168,2009,Creative Writing,Literature
21168,2009,Graphic Design,Design
22345,2020,Problem Solving,Mathematics
22345,2020,Web Development,Computer Science
22345,2020,Public Speaking,Communication
22345,2020,Graphic Design,Design
88251,1994,Creative Writing,Literature
88251,1994,Project Management,Business
88251,1994,Programming,Computer Science
88251,2012,Graphic Design,Design
88251,2012,Data Analysis,Statistics
88251,2006,Marketing,Business
88251,2006,Web Development,Computer Science
88251,2006,Programming,Computer Science
88251,2019,Web Development,Computer Science
88251,2019,Project Management,Business
88251,2019,Data Analysis,Statistics
88251,1980,Marketing,Business
88251,1980,Problem Solving,Mathematics
88251,1980,Public Speaking,Communication
30025,1982,Project Management,Business
30025,2015,Graphic Design,Design
30025,1984,Problem Solving,Mathematics
30025,1984,Web Development,Computer Science
30025,1984,Creative Writing,Literature
30025,2021,Marketing,Business
30025,2002,Web Development,Computer Science
24226,1988,Public Speaking,Communication
24226,1988,Project Management,Business
24226,1988,Digital Marketing,Business
24226,2011,Problem Solving,Mathematics
24226,2011,Creative Writing,Literature
24226,2011,Programming,Computer Science
24226,2011,Graphic Design,Design
24226,1994,Marketing,Business
24226,1994,Public Speaking,Communication
24226,1989,Creative Writing,Literature
24226,1989,Project Management,Business
24226,1989,Programming,Computer Science
24226,1996,Creative Writing,Literature
24226,1996,Problem Solving,Mathematics
24226,1996,Project Management,Business
62532,2004,Creative Writing,Literature
62532,2007,Web Development,Computer Science
62532,2007,Graphic Design,Design
62532,2007,Data Analysis,Statistics
62532,2007,Programming,Computer Science
62532,2006,Marketing,Business
62532,2006,Web Development,Computer Science
62532,2015,Marketing,Business
62532,2015,Digital Marketing,Business
68227,2006,Problem Solving,Mathematics
68227,2006,Public Speaking,Communication
68227,1999,Creative Writing,Literature
68227,1999,Graphic Design,Design
68227,1999,Web Development,Computer Science
68227,1999,Programming,Computer Science
68227,2018,Digital Marketing,Business
68227,2004,Marketing,Business
68227,2004,Creative Writing,Literature
68227,2004,Project Management,Business
68227,2004,Digital Marketing,Business
68227,1980,Creative Writing,Literature
68227,1980,Digital Marketing,Business
68227,1980,Programming,Computer Science
63461,1985,Problem Solving,Mathematics
63461,1985,Public Speaking,Communication
63461,1985,Programming,Computer Science
64799,1982,Creative Writing,Literature
64799,1982,Graphic Design,Design
64799,1982,Digital Marketing,Business
64799,1982,Programming,Computer Science
64799,2012,Marketing,Business
64799,2000,Graphic Design,Design
64799,2009,Public Speaking,Communication
14045,1983,Project Management,Business
14045,2007,Creative Writing,Literature
14045,2007,Data Analysis,Statistics
14045,1983,Marketing,Business
14045,1983,Creative Writing,Literature
14045,1983,Digital Marketing,Business
14045,1983,Data Analysis,Statistics
14045,1983,Public Speaking,Communication
14045,2006,Creative Writing,Literature
14045,2006,Marketing,Business
6650,2010,Problem Solving,Mathematics
6650,2002,Digital Marketing,Business
6650,2002,Project Management,Business
6650,2002,Programming,Computer Science
6650,1993,Problem Solving,Mathematics
6650,1993,Project Management,Business
6650,1983,Public Speaking,Communication
6650,1994,Web Development,Computer Science
12457,1999,Data Analysis,Statistics
12457,1999,Project Management,Business
12457,1999,Programming,Computer Science
12457,1996,Creative Writing,Literature
12457,1996,Problem Solving,Mathematics
12457,1996,Digital Marketing,Business
12457,1996,Web Development,Computer Science
47009,2004,Digital Marketing,Business
47009,2005,Creative Writing,Literature
47009,2005,Web Development,Computer Science
47009,2005,Digital Marketing,Business
47009,2009,Problem Solving,Mathematics
47009,2009,Web Development,Computer Science
47009,2009,Graphic Design,Design
42658,2003,Programming,Computer Science
42658,2008,Graphic Design,Design
42658,2008,Project Management,Business
42658,2008,Public Speaking,Communication
42658,2008,Data Analysis,Statistics
84501,1984,Marketing,Business
84501,1984,Public Speaking,Communication
84501,1984,Digital Marketing,Business
84501,1991,Problem Solving,Mathematics
84501,1991,Marketing,Business
84501,1991,Public Speaking,Communication
84501,1991,Data Analysis,Statistics
84501,2007,Marketing,Business
84501,2007,Programming,Computer Science
84501,2009,Web Development,Computer Science
84501,2009,Graphic Design,Design
84501,2009,Public Speaking,Communication
42745,2021,Data Analysis,Statistics
42745,2021,Programming,Computer Science
35175,1981,Problem Solving,Mathematics
35175,1998,Creative Writing,Literature
35175,1998,Web Development,Computer Science
35175,2002,Public Speaking,Communication
35175,2002,Digital Marketing,Business
35175,2002,Programming,Computer Science
35175,2009,Graphic Design,Design
35175,1988,Web Development,Computer Science
35175,1988,Problem Solving,Mathematics
35175,1988,Project Management,Business
35175,1988,Programming,Computer Science
75521,2022,Marketing,Business
75521,2022,Data Analysis,Statistics
75670,1992,Creative Writing,Literature
75670,1992,Public Speaking,Communication
75670,2020,Creative Writing,Literature
75670,2020,Digital Marketing,Business
75670,2020,Problem Solving,Mathematics
75670,2020,Data Analysis,Statistics
75670,2020,Programming,Computer Science
75670,2014,Web Development,Computer Science
75670,2014,Project Management,Business
51402,1989,Marketing,Business
51402,1989,Web Development,Computer Science
51402,1989,Graphic Design,Design
51402,2017,Digital Marketing,Business
51402,2017,Data Analysis,Statistics
51402,2017,Public Speaking,Communication
51402,2017,Project Management,Business
51402,2010,Problem Solving,Mathematics
51402,2021,Web Development,Computer Science
51402,2021,Creative Writing,Literature
51402,2021,Project Management,Business
51402,2021,Digital Marketing,Business
87466,2019,Creative Writing,Literature
87466,2019,Web Development,Computer Science
87466,2019,Digital Marketing,Business
87466,2019,Public Speaking,Communication
87466,2013,Creative Writing,Literature
87466,2013,Graphic Design,Design
87466,2013,Project Management,Business
87466,2013,Programming,Computer Science
50406,1980,Digital Marketing,Business
50406,1980,Problem Solving,Mathematics
50406,1980,Data Analysis,Statistics
50406,1980,Public Speaking,Communication
50406,1980,Project Management,Business
50406,1985,Marketing,Business
50406,1985,Graphic Design,Design
50406,1985,Web Development,Computer Science
50406,2006,Web Development,Computer Science
50406,2006,Graphic Design,Design
50406,2006,Data Analysis,Statistics
50406,2006,Programming,Computer Science
50406,1997,Project Management,Business
50406,2017,Web Development,Computer Science
50406,2017,Digital Marketing,Business
50406,2017,Graphic Design,Design
5888,1980,Programming,Computer Science
5888,1987,Creative Writing,Literature
5888,1987,Problem Solving,Mathematics
5888,2013,Project Management,Business
5888,2013,Data Analysis,Statistics
5888,2013,Marketing,Business
5888,2013,Data Analysis,Statistics
5888,2013,Programming,Computer Science
5888,2012,Marketing,Business
5888,2012,Digital Marketing,Business
5888,2012,Graphic Design,Design
43736,2010,Marketing,Business
43736,2010,Digital Marketing,Business
43736,2018,Web Development,Computer Science
43736,2018,Marketing,Business
43736,2018,Data Analysis,Statistics
43736,2018,Public Speaking,Communication
43736,2022,Creative Writing,Literature
43736,2022,Marketing,Business
22154,1990,Marketing,Business
22154,1990,Creative Writing,Literature
22154,1990,Problem Solving,Mathematics
22154,1990,Graphic Design,Design
41325,2004,Problem Solving,Mathematics
41325,2004,Creative Writing,Literature
41325,2004,Public Speaking,Communication
41325,2000,Creative Writing,Literature
41325,2000,Web Development,Computer Science
41325,2000,Digital Marketing,Business
41325,2000,Marketing,Business
41325,2019,Creative Writing,Literature
41325,2019,Web Development,Computer Science
41325,2019,Marketing,Business
41325,2011,Problem Solving,Mathematics
41325,2011,Data Analysis,Statistics
41325,2011,Project Management,Business
41325,2011,Public Speaking,Communication
56599,2005,Marketing,Business
56599,2005,Creative Writing,Literature
56599,2005,Web Development,Computer Science
56599,2005,Problem Solving,Mathematics
56599,1984,Project Management,Business
62606,2019,Public Speaking,Communication
62606,2019,Data Analysis,Statistics
62606,2019,Digital Marketing,Business
62606,2019,Project Management,Business
62606,1980,Problem Solving,Mathematics
62606,1980,Project Management,Business
62606,1980,Programming,Computer Science
62606,2015,Marketing,Business
62606,2015,Creative Writing,Literature
62606,2015,Project Management,Business
62606,2011,Problem Solving,Mathematics
9643,2009,Problem Solving,Mathematics
9643,2009,Graphic Design,Design
9643,2020,Creative Writing,Literature
9643,1986,Web Development,Computer Science
34149,2022,Marketing,Business
34149,2022,Data Analysis,Statistics
34149,2022,Digital Marketing,Business
34149,2022,Graphic Design,Design
34149,1981,Digital Marketing,Business
34149,1985,Creative Writing,Literature
34149,1985,Graphic Design,Design
34149,1985,Digital Marketing,Business
34149,1985,Problem Solving,Mathematics
34149,1985,Data Analysis,Statistics
34149,2010,Web Development,Computer Science
34149,2010,Problem Solving,Mathematics
34149,2010,Data Analysis,Statistics
34149,1985,Web Development,Computer Science
34149,1985,Project Management,Business
34149,1985,Programming,Computer Science
34149,1985,Graphic Design,Design
20967,2013,Marketing,Business
20967,2013,Digital Marketing,Business
36969,1988,Creative Writing,Literature
36969,1988,Project Management,Business
36969,1988,Public Speaking,Communication
36969,1987,Digital Marketing,Business
36969,1987,Project Management,Business
36969,1987,Data Analysis,Statistics
36969,1987,Graphic Design,Design
36969,1997,Marketing,Business
36969,1997,Programming,Computer Science
36969,2010,Creative Writing,Literature
36969,2010,Graphic Design,Design
36969,2010,Problem Solving,Mathematics
86973,1990,Creative Writing,Literature
86973,1990,Project Management,Business
86973,2016,Web Development,Computer Science
86973,2016,Project Management,Business
86973,2016,Graphic Design,Design
86973,1994,Problem Solving,Mathematics
86973,1994,Graphic Design,Design
86973,2000,Problem Solving,Mathematics
86973,2000,Marketing,Business
86973,2000,Project Management,Business
15021,2020,Data Analysis,Statistics
15021,2009,Marketing,Business
15021,1993,Problem Solving,Mathematics
15021,1993,Graphic Design,Design
15021,1993,Data Analysis,Statistics
15021,1993,Programming,Computer Science
18317,2013,Project Management,Business
18317,2013,Digital Marketing,Business
18317,2017,Marketing,Business
18317,2017,Web Development,Computer Science
18317,2017,Creative Writing,Literature
